"Name","Code","Beschreibung"
"f15",2,"Mietwohnung (gemietetes Haus)"
"f15","2a","Mietwohnung Stadt"
"f15","2b","anderen Mietwohnung (gemietetes Haus)"
"f15",3,"genossenschaftlichen Wohnung"
"f15",4,"oder leben Sie in einer anderen Form"
"f15",88,"Doppelnennungen"
"f15",99,"Keine Angabe"
"f16",1,"Hauptmieter/in"
"f16",2,"Untermieter/in"
"f16",99,"Keine Angabe"
"f18",1,"1 oder 1 1/2 Zimmer"
"f18",2,"2 oder 2 1/2 Zimmer"
"f18",3,"3 oder 3 1/2 Zimmer"
"f18",4,"4 oder 4 1/2 Zimmer"
"f18",5,"5 oder 5 1/2 Zimmer"
"f18",6,"6 Zimmer oder mehr"
"f18",98,"Weiss nicht"
"f18",99,"Keine Angabe"
"f19",9999,"Weiss nicht/keine Angabe"
"f2",1,"Note 1 (überhaupt nicht gut)"
"f2",2,"Note 2"
"f2",3,"Note 3"
"f2",4,"Note 4"
"f2",5,"Note 5"
"f2",6,"Note 6 (sehr gut)"
"f2",98,"Weiss nicht"
"f2",99,"Keine Angabe"
"f20",1,"Ja"
"f20",2,"Nein"
"f20",98,"Weiss nicht"
"f20",99,"Keine Angabe"
"f21a",1,"Kündigung durch Eigentümer"
"f21a",2,"Selber gekündigt"
"f21a",3,"Weder noch (erste Wohnung, Auszug nach Trennung usw.)"
"f21a",88,"Doppelnennungen"
"f21a",98,"Weiss nicht"
"f21a",99,"Keine Angabe"
"f21b_1",1,"Renovation/Sanierung Wohnung bzw. Siedlung"
"f21b_1",10,"Mietvoraussetzungen nicht (mehr) erfüllt"
"f21b_1",11,"Zinserhöhung"
"f21b_1",12,"Untermietverhältnis"
"f21b_1",2,"Abbruch Haus bzw. Siedlung"
"f21b_1",3,"Kündigung wegen Eigenbedarf"
"f21b_1",4,"Besitzerwechsel"
"f21b_1",5,"Befristete Miete"
"f21b_1",6,"Umnutzung der Wohnung (Eigentum, Büros)"
"f21b_1",7,"Wohnungswechsel berufl. bedingt"
"f21b_1",8,"Fehlverhalten vom Mieter"
"f21b_1",9,"Streit/Meinungsverschiedenheit"
"f21b_1",90,"Anderes"
"f21b_1",95,"Anderes"
"f21b_1",98,"Weiss nicht"
"f21b_1",99,"Keine Angabe"
"f21b_2",1,"Renovation/Sanierung Wohnung bzw. Siedlung"
"f21b_2",10,"Mietvoraussetzungen nicht (mehr) erfüllt"
"f21b_2",11,"Zinserhöhung"
"f21b_2",12,"Untermietverhältnis"
"f21b_2",2,"Abbruch Haus bzw. Siedlung"
"f21b_2",3,"Kündigung wegen Eigenbedarf"
"f21b_2",4,"Besitzerwechsel"
"f21b_2",5,"Befristete Miete"
"f21b_2",6,"Umnutzung der Wohnung (Eigentum, Büros)"
"f21b_2",7,"Wohnungswechsel berufl. bedingt"
"f21b_2",8,"Fehlverhalten vom Mieter"
"f21b_2",9,"Streit/Meinungsverschiedenheit"
"f21b_2",90,"Anderes"
"f21b_2",95,"Anderes"
"f21b_2",98,"Weiss nicht"
"f21b_2",99,"Keine Angabe"
"f21b_3",1,"Renovation/Sanierung Wohnung bzw. Siedlung"
"f21b_3",10,"Mietvoraussetzungen nicht (mehr) erfüllt"
"f21b_3",11,"Zinserhöhung"
"f21b_3",12,"Untermietverhältnis"
"f21b_3",2,"Abbruch Haus bzw. Siedlung"
"f21b_3",3,"Kündigung wegen Eigenbedarf"
"f21b_3",4,"Besitzerwechsel"
"f21b_3",5,"Befristete Miete"
"f21b_3",6,"Umnutzung der Wohnung (Eigentum, Büros)"
"f21b_3",7,"Wohnungswechsel berufl. bedingt"
"f21b_3",8,"Fehlverhalten vom Mieter"
"f21b_3",9,"Streit/Meinungsverschiedenheit"
"f21b_3",90,"Anderes"
"f21b_3",95,"Anderes"
"f21b_3",98,"Weiss nicht"
"f21b_3",99,"Keine Angabe"
"f22",99999,"Weiss nicht/keine Angabe"
"f23",1,"Sehr niedrig"
"f23",2,"Eher niedrig"
"f23",3,"Angemessen"
"f23",4,"Eher hoch"
"f23",5,"Sehr hoch"
"f23",88,"Doppelnennungen"
"f23",98,"Weiss nicht"
"f23",99,"Keine Angabe"
"f24",1,"Sehr niedrig"
"f24",2,"Eher niedrig"
"f24",3,"Angemessen"
"f24",4,"Eher hoch"
"f24",5,"Sehr hoch"
"f24",88,"Doppelnennungen"
"f24",98,"Weiss nicht"
"f24",99,"Keine Angabe"
"f25",1,"Note 1 (überhaupt nicht zufrieden)"
"f25",2,"Note 2"
"f25",3,"Note 3"
"f25",4,"Note 4"
"f25",5,"Note 5"
"f25",6,"Note 6 (sehr zufrieden)"
"f25",98,"Weiss nicht"
"f25",99,"Keine Angabe"
"f26",1,"Note 1 (überhaupt nicht zufrieden)"
"f26",2,"Note 2"
"f26",3,"Note 3"
"f26",4,"Note 4"
"f26",5,"Note 5"
"f26",6,"Note 6 (sehr zufrieden)"
"f26",98,"Weiss nicht"
"f26",99,"Keine Angabe"
"f27",1,"Eher negative Veränderung"
"f27",2,"Keine Veränderung"
"f27",3,"Eher positive Veränderung"
"f27",98,"Weiss nicht"
"f27",99,"Keine Angabe"
"f28a_1",0,"Keine Angabe"
"f28a_1",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28a_1",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28a_1",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28a_1",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28a_1",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28a_1",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28a_1","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28a_1","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28a_1",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28a_1",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28a_1",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28a_1",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28a_1",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28a_1",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28a_1",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28a_1",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28a_1",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28a_1",33,"Mehr junge Leute (Generationenwechsel)"
"f28a_1",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28a_1",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28a_1",36,"Ungültiger Wert"
"f28a_1",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28a_1",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28a_1",40,"Ausdehnung des Zoos"
"f28a_1",41,"Anstieg Mietzins/ zu teuer"
"f28a_1",5,"Ruhiger (weniger Lärm)"
"f28a_1",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28a_1","50a","Zu wenig grün / Grünflächen / Bäume"
"f28a_1",51,"Drogenszene/Milieu (Alkohol)"
"f28a_1",52,"Kriminalität (Einbrüche, Gewalt)"
"f28a_1",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28a_1",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28a_1",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28a_1",56,"Parkplatz-Probleme"
"f28a_1",57,"Zu wenig grün / Grünflächen / Bäume"
"f28a_1",58,"Umweltverschmutzung"
"f28a_1",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28a_1",60,"Lärm allgemein (lärmiger, Lärm)"
"f28a_1",61,"Bau- und Baustellenlärm"
"f28a_1",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28a_1",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28a_1",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28a_1",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_1",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_1",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28a_1",7,"Prostitution hat abgenommen"
"f28a_1",70,"Neubauten / Überbauungen"
"f28a_1",71,"Baustellen"
"f28a_1",72,"Strassenbau"
"f28a_1",73,"Renovationen (Mietverteuerung)"
"f28a_1",74,"Verdichtung/dichtes Bauen"
"f28a_1",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28a_1",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28a_1",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28a_1",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28a_1",83,"Zu hoher Ausländeranteil (zu viele)"
"f28a_1",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28a_1",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28a_1",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28a_1",87,"Respektloser / Mangelnder Respekt"
"f28a_1",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28a_1",9,"Neue Strassen/Strassensanierung"
"f28a_1",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28a_1",99,"kein Grund / keine Gründe"
"f28a_2",0,"Keine Angabe"
"f28a_2",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28a_2",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28a_2",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28a_2",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28a_2",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28a_2",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28a_2","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28a_2","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28a_2",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28a_2",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28a_2",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28a_2",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28a_2",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28a_2",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28a_2",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28a_2",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28a_2",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28a_2",33,"Mehr junge Leute (Generationenwechsel)"
"f28a_2",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28a_2",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28a_2",36,"Ungültiger Wert"
"f28a_2",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28a_2",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28a_2",40,"Ausdehnung des Zoos"
"f28a_2",41,"Anstieg Mietzins/ zu teuer"
"f28a_2",5,"Ruhiger (weniger Lärm)"
"f28a_2",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28a_2","50a","Zu wenig grün / Grünflächen / Bäume"
"f28a_2",51,"Drogenszene/Milieu (Alkohol)"
"f28a_2",52,"Kriminalität (Einbrüche, Gewalt)"
"f28a_2",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28a_2",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28a_2",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28a_2",56,"Parkplatz-Probleme"
"f28a_2",57,"Zu wenig grün / Grünflächen / Bäume"
"f28a_2",58,"Umweltverschmutzung"
"f28a_2",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28a_2",60,"Lärm allgemein (lärmiger, Lärm)"
"f28a_2",61,"Bau- und Baustellenlärm"
"f28a_2",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28a_2",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28a_2",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28a_2",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_2",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_2",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28a_2",7,"Prostitution hat abgenommen"
"f28a_2",70,"Neubauten / Überbauungen"
"f28a_2",71,"Baustellen"
"f28a_2",72,"Strassenbau"
"f28a_2",73,"Renovationen (Mietverteuerung)"
"f28a_2",74,"Verdichtung/dichtes Bauen"
"f28a_2",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
"f28a_2",80,"Anonymer / ausgestorbener (Isolierung, kennt sich nicht mehr, leere Wohnungen, Zweitwohnsitze, weniger Leben, weniger Kontakt)"
"f28a_2",81,"Nachbarschafts- und Mieterschaftskonflikte"
"f28a_2",82,"Veränderung Bewohnerschaft (andere, mehr Leute, zu dicht, Mieterwechsel, Fluktuation, Generationenwechsel, Gentrifizierung)"
"f28a_2",83,"Zu hoher Ausländeranteil (zu viele)"
"f28a_2",84,"Ausländeranteil gestiegen (mehr, viele, Ausländer, soziale Durchmischung nimmt ab)"
"f28a_2",85,"Nicht-integrierte Ausländer (halten sich nicht an Regeln, nicht-integriert, Ordnung im Haus)"
"f28a_2",86,"Jungendliche / Jugendliche Gruppierungen (Jugendliche und Alkohol)"
"f28a_2",87,"Respektloser / Mangelnder Respekt"
"f28a_2",88,"Mehr Kiffer, Gesindel, Betrunkene, Randalierer"
"f28a_2",9,"Neue Strassen/Strassensanierung"
"f28a_2",95,"Anderes negatives (negative Nennungen zu ÖV, mehr Restaurants, zu wenig Infrastruktur, Verkehrsberuhigung, Lichtverschmutzung, Umweltverschmutzung)"
"f28a_2",99,"kein Grund / keine Gründe"
"f28a_3",0,"Keine Angabe"
"f28a_3",1,"Verbesserungen allgemein und betreffend Lage/Umgebung (in allen Bereichen, heller, Lage, Aussicht, Natur, Wald, Hof, schöner, wird immer besser, freundlicher, Aufwertung, mehr Lebensqualität, moderner, Aufbruchstimmung)"
"f28a_3",10,"Angebotserweiterung (Restaurants, Beizen, Ausgehmöglichkeiten, Quartiertreff, Soziokulturelles Angebot, Infrastruktur besser, Freizeitmöglichkeiten wie Freibad/Sportanlagen)"
"f28a_3",11,"Einkaufsmöglichkeiten (Geschäfte, mehr/neue Geschäfte, bessere Öffnungszeiten)"
"f28a_3",12,"Grünanlagen/Park (Gartenanlage, Grünflächen, Pärke, Bäckeranlage, Garten, grüner, Bach, mehr Bäume gepflanzt)"
"f28a_3",13,"Spielplatz/Schulanlagen (Kindergarten / Angebote für Kinder / Schulanlagen)"
"f28a_3",14,"ÖV (Anbindung öffentlicher Verkehr, Nähe zu Haltestellen)"
"f28a_3","1a","Umzug in schönere / passendere / günstigere Wohnung"
"f28a_3","1b","Zuzug / Umzug (innerhalb der Stadt)"
"f28a_3",2,"Drogensituation (Drogenszene verschwunden, Lettenschliessung, Drogendeal/-handel weg, Langstrasse Plus, bessere Situation im Kreis 5)"
"f28a_3",20,"Neubauten (Verdichtung, viel gebaut, Abriss und Neubau)"
"f28a_3",21,"Renovationen (Sanierungen, Modernisierung, Umbau, Siedlung, Haus/Häuser, Wohnung)"
"f28a_3",22,"Mehr Wohnraum entstanden (mehr und neue Wohnungen, besseres Wohnangebot)"
"f28a_3",23,"Bauliche Veränderung/Bautätigkeit abgeschlossen (Escher-Wyss, Schaffhauserplatz, Nordbrücke etc., weniger Baustellen)"
"f28a_3",3,"Verkehrsberuhigung (Tempo-30, Geschwindigkeitsreduktionen, Strassenführung, Weststrasse, Einbahnstrasse)"
"f28a_3",30,"Lebendiger / belebter (mehr Leben, mehr Leute allgemein)"
"f28a_3",31,"Multikulturell (verschiedene Kulturen, Vermischung Kulturen, viele Ausländer, gut integriert/offen)"
"f28a_3",32,"Neue Leute/Veränderung Bewohnerschaft (neue Leute, Zuzug, neue Mieter, bessere Durchmischung, neue, bessere Nachbarn)"
"f28a_3",33,"Mehr junge Leute (Generationenwechsel)"
"f28a_3",34,"Mehr Familien / Mehr Kinder (kinder-/familienfreundlicher)"
"f28a_3",35,"Nachbarschaft/Beziehungen/Kontakte (nette, gute Leute, Besser kennengelernt, guter Kontakt, gute Beziehungen, man kennt sich, Kontakte verbessert, kein Nachbarschaftsstreit mehr, besser im Quartier integriert, besserer Vermieter)"
"f28a_3",36,"Ungültiger Wert"
"f28a_3",39,"Anderes positives (mehr Trottoirs, neue Parkplätze, mehr für Velos/Fussgänger, Autobahnanschluss)"
"f28a_3",4,"Gepflegter (sauberer, mehr Ordnung, aufgeräumter)"
"f28a_3",40,"Ausdehnung des Zoos"
"f28a_3",41,"Anstieg Mietzins/ zu teuer"
"f28a_3",5,"Ruhiger (weniger Lärm)"
"f28a_3",50,"Verschlechterung allgemein und betreffend Lage/Umgebung (Aussicht, Bäume gefällt, Renovation notwendig, Mobilfunkantennen, unruhiger, weniger kinderfreundlich, zu wenig grün (neu 57), dunkel)"
"f28a_3","50a","Zu wenig grün / Grünflächen / Bäume"
"f28a_3",51,"Drogenszene/Milieu (Alkohol)"
"f28a_3",52,"Kriminalität (Einbrüche, Gewalt)"
"f28a_3",53,"Abfall/Dreck (ungepflegt, Graffiti, Vandalismus, weniger sauber, weniger Ordnung)"
"f28a_3",54,"Verkehrsaufkommen (Durchgangsverkehr, Autobahnanbindung, Schwerverkehr, Geschwindigkeit, mehr Verkehr, Stau)"
"f28a_3",55,"Unsicherheit (Zuwenig Polizei Kontrolle)"
"f28a_3",56,"Parkplatz-Probleme"
"f28a_3",57,"Zu wenig grün / Grünflächen / Bäume"
"f28a_3",58,"Umweltverschmutzung"
"f28a_3",6,"Sicherheit (mehr Kontrolle, Polizei macht mehr Kontrollen, weniger Kriminalität)"
"f28a_3",60,"Lärm allgemein (lärmiger, Lärm)"
"f28a_3",61,"Bau- und Baustellenlärm"
"f28a_3",62,"Verkehrslärm, Fluglärm (Flugzeuge)"
"f28a_3",63,"Lärm durch Bewohnerschaft (Kinder <Kinderhort, Schule, Spielplatz>, Nachbarschaft, Mieterschaft, Leute)"
"f28a_3",64,"Lärm durch Veranstaltungen (Restaurants, Sportveranstaltungen, Nacht, viele Partygänger)"
"f28a_3",65,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_3",67,"Ladenangebot (Angebotsvielfalt geht verloren, Einkaufsmöglichkeiten verschlechtert, Lädelisterben, Kleingewerbe gibt es nicht mehr)"
"f28a_3",68,"ÖV (Anschluss schlechter, überfüllt)"
"f28a_3",7,"Prostitution hat abgenommen"
"f28a_3",70,"Neubauten / Überbauungen"
"f28a_3",71,"Baustellen"
"f28a_3",72,"Strassenbau"
"f28a_3",73,"Renovationen (Mietverteuerung)"
"f28a_3",74,"Verdichtung/dichtes Bauen"
"f28a_3",8,"Weniger Verkehr (Westumfahrung, neue Autobahnumfahrung, Üetlibergtunnel, Neue Verkehrsführung, flankierende Massnahmen, bessere Verkehrslage)"
